,trailingEps,forwardEps,enterpriseToRevenue,ebitda,returnOnAssets,returnOnEquity,debtToEquity,heldPercentInstitutions,priceToBook,enterpriseValue,marketCap,operatingCashflow,averageVolume,trailingPE,forwardPE,HistoricalReturn,HistoricalReturnRisk,PricePerShare
COG.AX,-0.028,,1.543,51378000.0,0.05212,0.14373,117.175,0.4378,16.704546,495256832.0,274134432.0,208194000.0,37599.0,,,0.21634077593065693,0.4453852698477293,1.4700000286102295
COH.AX,-2.513,4.94,7.682,417500000.0,0.09734,0.1713,15.062,0.48924,8.257387,12661929984.0,13564141568.0,376500000.0,153718.0,-82.06128182280268,41.74493951836095,0.17978787797745646,0.22246431876000408,206.22000122070312
COI.AX,-0.014,-0.01,30255.857,-3473000.0,-0.026129998,-0.17628999,40.883,0.00093000004,2.6086957,181535136.0,154806128.0,-3359000.0,1598680.0,-12.857143368039813,-18.000000715255737,0.14786194948459666,0.9062487811459969,0.18000000715255737
COL.AX,0.786,0.8,0.798,2337999872.0,0.059860002,0.35304,312.932,0.31681,8.155757,31279939584.0,22793058304.0,2689999872.0,3676061.0,21.71755686364404,21.337499618530273,0.14454882567990263,0.19804878043116123,17.06999969482422
CPU.AX,0.432,0.88,6.47,550019008.0,0.03509,0.10182,122.843,0.38903,9.257903,16594702336.0,16795741184.0,494535008.0,2019671.0,64.39814744172273,31.613636016845703,0.157782310123693,0.1760366108851837,27.81999969482422
CQE.AX,0.279,0.2,13.113,,0.03733,0.26843,37.044,0.39888,1.1265279,1774154112.0,1241751552.0,64800000.0,991307.0,12.222222529859097,17.050000429153442,0.2818304066582284,0.13232641262207978,3.4100000858306885
CQR.AX,0.113,0.28,6.749,,0.06981,0.25722,37.492,0.63588,1.081081,3367506176.0,2359786240.0,158200000.0,1291128.0,36.10619401509783,14.571428298950194,0.18003710873853743,0.1135035505512712,4.079999923706055
CRN.AX,-0.263,0.84,0.931,1314349056.0,0.28836,0.82202005,26.501,0.1864,3.4219553,3099389184.0,3344517888.0,903382016.0,5411644.0,-7.585551348929169,2.375000005676633,-0.18547714993735986,0.29496673157956804,1.9950000047683716
CSL.AX,7.574,8.18,12.483,3324900096.0,0.07976,0.19641,66.251,0.33945,16.588741,131839950848.0,142341357568.0,2628699904.0,708203.0,39.25534820758104,36.34718915943995,0.24249646730839283,0.1776789268098281,297.32000732421875
CSR.AX,0.236,,0.961,269900000.0,0.05731,0.26452,17.432,0.40568,2.0094259,2221206784.0,2276446208.0,215300000.0,1995880.0,,,0.28543133037430884,0.3912241578929999,4.690000057220459
CTD.AX,-0.674,0.96,6.565,10727000.0,-0.0020299999,0.00079,4.471,0.29156,2.7480028,2477296128.0,2318482688.0,73915000.0,399430.0,-24.495549301011625,17.197916905085247,0.2842931340541047,0.29883856403100656,16.510000228881836
CTX.AX,,,,,,,,,,,,,,,,,,
CUV.AX,0.446,0.84,12.67,36200820.0,0.17708999,0.18617001,1.001,0.07931,11.66355,838307776.0,924960768.0,39872280.0,148535.0,41.973092630839666,22.28571346827916,0.6271399291609663,1.193046186539039,18.719999313354492
CVC.AX,0.139,,3.922,20075980.0,0.03889,0.06522,48.695,0.0,1.28123,281266816.0,233648000.0,-19282754.0,5904.0,,,0.25682465672093135,0.3362633188181904,
CVN.AX,-0.004,0.0,469.825,-8081000.0,-0.04443,-0.20497,0.163,0.14782,1.0472972,157861040.0,242633904.0,-5620000.0,2233755.0,-38.750000298023224,inf,0.3327273751734795,0.8406359158648017,0.1550000011920929
CVW.AX,0.021,0.04,9.204,-15527000.0,-0.0036700002,-0.01281,8.966,0.15955,0.6693989,959873472.0,327933984.0,329760992.0,179394.0,23.33333378746396,12.250000238418579,0.14842495778978257,0.4353518826957575,0.49000000953674316
CWN.AX,,,,,,,,,,,,,,,,,,
CWP.AX,0.407,0.53,1.582,56256000.0,0.047199998,0.09101,48.149,0.24468,0.84432715,526805120.0,341652064.0,-65836000.0,71234.0,10.2211298462214,7.849056315871904,0.18011569755977613,0.39248487218305583,4.159999847412109
CWY.AX,0.071,0.1,2.363,418100000.0,0.02128,0.030620001,65.562,0.49041,2.1783743,7104731136.0,5708093952.0,466300000.0,6101135.0,38.873239302299396,27.59999990463257,0.21881844052230187,0.25217998369301214,2.759999990463257
DCG.AX,-0.804,,0.106,-46293000.0,-0.13226,-1.23305,142.516,0.20541,0.16879563,40200320.0,28699604.0,5751000.0,111952.0,,,-0.21872835570581078,0.29411374117093136,0.1850000023841858
DCN.AX,-0.053,0.03,0.632,30486000.0,-0.42839,-1.0254,11.302,0.23792,0.3785489,141453408.0,130209608.0,31819000.0,3604010.0,-2.2641508927885092,3.999999910593033,0.19031429900693803,0.9502391063120806,0.11999999731779099
DDR.AX,0.339,0.17,0.733,122555000.0,0.08757,0.45765,187.394,0.03178,10.969116,2107753600.0,1780715392.0,17013000.0,200014.0,30.383481388598415,60.588236416087426,0.6212913771321222,0.45562680165363506,10.300000190734863
DHG.AX,-0.389,0.1,6.334,75991000.0,0.029860001,0.03839,21.921,0.124510005,1.9080603,2259339520.0,1770319872.0,68879000.0,1361540.0,-7.789203011284757,30.299999713897705,0.17305973970705366,0.3939084422009256,3.0299999713897705
DMP.AX,1.904,2.88,2.869,284601984.0,0.060289998,0.40811002,334.949,0.53742003,13.731408,6566915072.0,5887083008.0,190119008.0,609449.0,33.939077072784684,22.437500953674316,0.4036466198220348,0.45920882533058593,64.62000274658203
DNK.AX,-0.026,-0.04,-471.252,-4811693.0,-0.042290002,-0.17021,,0.14681,2.1022727,122002864.0,163540368.0,-2781839.0,512781.0,-14.230769414168138,-9.25000011920929,0.08306775845745101,0.40702198347199714,0.3700000047683716
DOW.AX,-0.265,0.42,0.392,337100000.0,0.01429,0.05249,67.548,0.58787996,1.2988331,4308776960.0,3500359680.0,495400000.0,2205253.0,-19.32075428512861,12.190475917997814,0.18896544483596803,0.3233310790643904,5.119999885559082
DTL.AX,0.157,0.22,0.403,46173000.0,0.038540002,0.51291,41.566,0.17291,21.580645,882542656.0,1032594752.0,-22623000.0,236861.0,42.61146533261439,30.409091169183906,0.38456165153287664,0.5666156129555204,6.690000057220459
DWS.AX,,,,,,,,,,,,,,,,,,
DXS.AX,0.395,0.69,7.587,1282200064.0,0.04257,0.12394,36.49,0.5795,0.67351496,13177163776.0,8109797888.0,560099968.0,4908264.0,19.088607498362094,10.927536176598592,0.16925768805619823,0.15669744600750823,7.539999961853027
ECX.AX,,0.21,2.515,322216000.0,0.04757,0.16795,196.07,0.6751,1.2453532,1666316416.0,626969216.0,374104992.0,750933.0,,9.57142852601551,0.04910724881059895,0.28662655315209384,2.009999990463257
ED1.AX,,,,,,,,,,,,,,,,,,
EGN.AX,0.02,,0.814,10421000.0,0.02864,0.06025,20.861,0.107609995,1.5296053,141497264.0,146705648.0,10557000.0,4418.0,,,0.24988392344999438,0.8036499801595889,
EHE.AX,-0.522,0.12,1.074,101497000.0,0.0001,-0.090679996,29.794,0.4124,0.91695493,721049536.0,554257024.0,55532000.0,199845.0,-4.061302462756862,17.66666571299235,0.0657153031078629,0.39973384401685547,2.119999885559082
EHL.AX,0.102,0.16,0.845,236144992.0,0.07445,0.118240006,53.077,0.58275,0.6932574,637705216.0,394688384.0,221148000.0,,7.156862932093004,4.5625001192092896,0.12166402169519983,0.9977648793175767,0.7300000190734863
ELD.AX,0.793,0.79,0.806,223634000.0,0.06887,0.22933,47.889,0.34563,2.3282263,2388647424.0,1569464192.0,62786000.0,848043.0,12.648171163898096,12.696202193634418,0.4235839645253418,0.6283347656890514,10.029999732971191
ELO.AX,-0.276,-0.27,5.051,-42325000.0,-0.09939,-0.57188,67.608,0.20122999,2.2185116,461559328.0,418614880.0,5416000.0,332949.0,-16.84782643249069,-17.22222257543493,0.17309313321452288,0.3386083558776844,4.650000095367432
EML.AX,-0.103,0.13,1.113,29728000.0,,-0.01127,20.911,0.3686,0.4261863,258667664.0,181120352.0,-41538000.0,4566649.0,-4.70873800296228,3.7307693408085747,0.5396373923378242,0.8556795229875233,0.48500001430511475
ENN.AX,,,,,,,,,,,204447760.0,,43727.0,,,0.27411011002902613,0.30353840843949575,1.690000057220459
EOS.AX,-0.189,,0.769,-41635816.0,-0.07538,-0.35979,28.413,0.13254,0.26766124,129417088.0,92057544.0,-21410096.0,829146.0,,,0.3930890026193722,0.7424568996961416,0.6100000143051147
EQT.AX,0.843,1.29,4.075,42135000.0,0.06849,0.081599995,17.931,0.31773,1.9930849,454440352.0,683812160.0,33594000.0,23864.0,30.771056386782465,20.108527545781097,0.17819889782550868,0.19466814312780883,25.940000534057617
ERA.AX,0.004,-0.07,3.319,-621201024.0,-0.46408,,,0.00995,3.6206896,625481536.0,775189760.0,-59253000.0,126877.0,52.49999836087227,-2.999999906335558,0.08732412805708445,0.5852383782134357,0.20999999344348907
ERF.AX,-0.097,0.07,9.978,9287000.0,0.02339,0.022920001,27.525,0.36321,0.73543453,174097920.0,98339008.0,5903000.0,120661.0,,,0.11921059471603261,0.0662835154586151,
EVN.AX,0.223,0.29,2.4,890472000.0,0.04966,0.11171,57.236,0.57738996,1.7133105,4956053504.0,4600855040.0,776683008.0,15378701.0,11.255605338400255,8.655172380907782,0.24478514397292853,0.5343255176382821,2.509999990463257
EVT.AX,-0.884,0.56,4.035,44452000.0,-0.0073100002,0.05947,144.597,0.43081,2.5747943,3459734016.0,2219668992.0,279907008.0,182848.0,-15.576923594755284,24.58928653172084,0.18572570921127843,0.29365861312740776,13.770000457763672
EWC.AX,0.007,,4.828,68684000.0,0.01324,0.0124699995,72.894,0.00505,0.097087376,704752768.0,104325200.0,62794000.0,1392072.0,,,-0.061579711873720654,0.31736590309391,0.03999999910593033
EXP.AX,-0.079,0.01,3.241,-11467000.0,-0.07519,-0.13729,27.152,0.29354998,1.4930557,180926704.0,161738704.0,3021000.0,791935.0,-2.7215190326111225,21.50000035762787,0.11610861514840078,0.47445449627547437,0.2150000035762787
EZL.AX,0.09,,0.286,,0.14536999,0.22356,2.54,0.019450001,1.3131869,33971708.0,235437728.0,22597734.0,110558.0,,,0.23421403671472865,0.23120683506168666,1.1950000524520874
FAR.AX,-0.01,0.0,,-5587134.0,-0.16961001,-0.46687,1.813,0.05454,45.3125,44768204.0,72348112.0,-22870680.0,180605.0,-72.50000238418579,inf,23.173081406287782,73.2454306954425,0.7250000238418579
FBR.AX,-0.005,,164.555,-18128738.0,-0.17023,-0.33123,17.491,0.19259001,1.3333334,125921472.0,97152400.0,-15341873.0,4295515.0,,,0.3594307424487233,1.2625471319422175,0.03999999910593033
FBU.AX,-0.177,0.51,0.694,888000000.0,0.055120002,0.11707,71.58,0.25528,1.0799631,5899100672.0,3839871488.0,592000000.0,751643.0,-26.553671238786084,9.215685900519876,0.12346872890565386,0.29156202820141663,4.699999809265137
FID.AX,0.344,0.4,2.838,21626000.0,0.18431999,0.29593,12.359,0.09513,5.234375,197352416.0,210899920.0,18679000.0,9731.0,19.4767436315847,16.749999523162842,0.4093442485106724,0.32950218195599124,6.699999809265137
FLC.AX,-0.039,,0.884,-1717000.0,-0.0113,-0.48973,334.423,0.01566,3.2692308,109372952.0,106225184.0,-14132000.0,192880.0,,,0.027735011866069213,1.0408173980898288,0.17000000178813934
FLN.AX,-0.001,0.01,1.518,-4116000.0,-0.02487,-0.12342,69.556,0.0,4.296875,89324800.0,124442176.0,2308000.0,76725.0,-275.0000059604645,27.500000596046448,0.06490956968260132,0.7633218120215346,0.2750000059604645
FLT.AX,-5.429,0.71,3.669,-350496000.0,-0.06848,-0.33133,173.448,0.32355,2.696975,3738924800.0,3149467136.0,-101374000.0,1288669.0,-2.906612586658904,22.225351736579142,0.10288324329545795,0.39952812706440116,15.779999732971191
FMG.AX,2.67,1.71,2.894,10501999616.0,0.20048,0.35331002,35.186,0.19735001,3.9425054,50326990848.0,59116036096.0,6646000128.0,9562126.0,7.19101152170017,11.22807062160202,0.6572953708006879,1.09942064650384,19.200000762939453
FMS.AX,-0.025,,87.405,-2117000.0,-0.01482,-0.03718,1.786,0.0,1.1276596,79713320.0,89489960.0,-3679000.0,9846.0,,,0.2379467966215927,1.175375597581322,0.5299999713897705
FNP.AX,,,,,,,,,,,,,,,,,,
FPH.AX,0.628,,5.809,578499968.0,0.15112,0.23552,6.209,0.36901,9.186647,9769789440.0,11388302336.0,324300000.0,451082.0,,,0.4097093751675752,0.3559566341496439,19.540000915527344
FRI.AX,0.016,,2.566,8087000.0,0.013780001,0.04494,35.099,0.12847,0.7382551,231686576.0,179601200.0,-9709000.0,18240.0,,,0.12060725036659696,0.22234359031982784,0.6600000262260437
FSA.AX,0.154,0.13,10.625,,0.03272,0.21806,532.494,0.0094800005,2.0186915,618911040.0,136848960.0,26192120.0,12763.0,7.01298729165808,8.30769263781034,0.3111190374434234,0.6819140661644497,1.0800000429153442
FWD.AX,-0.004,0.21,0.298,9567000.0,0.00133,-0.24294001,16.622,0.58531,0.6160338,133141632.0,137530112.0,15252000.0,55611.0,-365.00000953674316,6.952381134033203,-0.005709368118866654,0.39913218601224987,1.4600000381469727
FXL.AX,,,,,,,,,,,,,,,,,,
GDF.AX,0.074,0.08,16.548,20496000.0,0.02108,0.38492,60.501,0.03878,1.1329662,558725824.0,327807360.0,17942000.0,55810.0,19.459460232708906,18.000000715255737,0.24878530859244954,0.1812312350637953,1.440000057220459
GDI.AX,0.001,0.09,32.111,11795000.0,0.00716,0.08881,31.736,0.39188,20.54054,1423406976.0,1234886016.0,32098000.0,883340.0,759.9999904632568,8.444444338480633,0.10199101364253611,0.1379171446117095,0.7599999904632568
GEM.AX,-0.251,0.29,1.727,76967000.0,0.029779999,0.03442,82.609,0.66050005,0.9253876,1487235072.0,809257472.0,77797000.0,1218364.0,-3.8047808100027867,3.29310339072655,0.12847858032158468,0.4172852714347474,0.9549999833106995
GLL.AX,-0.082,,,-19676102.0,-0.6268,-1.4176401,2.151,0.0,3.5714288,75496704.0,81229776.0,-14539786.0,141392.0,,,0.3142611687115725,1.073424194217034,0.2750000059604645
GMA.AX,0.052,0.33,3.912,227559008.0,0.03779,0.10776,14.02,0.62668,0.8187481,1026160896.0,1138538624.0,195044992.0,1453490.0,,,0.20134435225395816,0.5091330113068718,
GMG.AX,0.919,1.0,6.89,3619000064.0,0.11797,0.23077999,17.673,0.53816,2.0643766,33139527680.0,34130530304.0,841000000.0,4782054.0,19.749727550087346,18.149999618530273,0.27385319636008876,0.1331113954851731,18.149999618530273
GNC.AX,1.68,0.49,0.327,1052899968.0,0.20215,0.28625,75.996,0.54750997,1.2595888,4035236096.0,1878907776.0,70200000.0,1102914.0,4.886904784611294,16.755102118667292,0.05885381085552187,0.39835013866334024,8.210000038146973
GNE.AX,0.08,0.15,1.423,418000000.0,0.02671,0.10027,62.757,0.070489995,1.3381058,4032440064.0,2535875072.0,261700000.0,20568.0,30.375000834465027,16.200000445048016,0.2380012140690405,0.15688313462823847,2.430000066757202
GNG.AX,0.08,0.16,0.409,53418712.0,0.16169001,0.6102,6.851,0.2587,9.234043,267406096.0,349873440.0,69745296.0,94461.0,27.125000953674316,13.562500476837158,0.38057028825246736,0.5102130567107014,2.1700000762939453
GOR.AX,0.091,-0.01,4.36,138384000.0,0.067379996,0.1003,16.008,0.37105,3.4591196,1489651456.0,1455159680.0,112366000.0,5252396.0,18.131867869869694,-164.9999976158142,0.34558832533006084,0.4911536959448097,1.649999976158142
GOW.AX,0.114,,2.9,17475000.0,0.02945,0.055,49.043,0.09345,0.7908163,234068032.0,149381056.0,-596000.0,7897.0,,,0.13198481046389138,0.20548401694741947,2.7899999618530273
GOZ.AX,0.357,0.27,13.713,231100000.0,0.028080001,0.13623,52.413,0.108669996,0.8527335,4164726528.0,7548921344.0,183400000.0,734591.0,9.13165263435086,12.074074038752803,0.24115532155861594,0.12777948740818404,3.259999990463257
GPT.AX,-0.109,0.33,15.401,454600000.0,0.01699,0.102510005,42.491,0.64517,0.7674418,12582719488.0,8217838080.0,503200000.0,5143284.0,-39.35779781516539,12.999999884403113,0.163194652173173,0.16268606517231743,4.289999961853027
GRR.AX,0.176,0.01,0.742,361680000.0,0.19273001,0.27896,2.665,0.11642,1.2662337,499052256.0,902725184.0,309896000.0,4459261.0,4.43181801926006,77.99999713897705,0.5007835209214586,0.9079069959449184,0.7799999713897705
GTN.AX,-0.034,0.11,0.57,5172000.0,-0.0030500002,0.012619999,14.992,0.92347,0.39525694,85862008.0,85548000.0,11504000.0,55083.0,-11.76470605766072,3.6363636905496772,-0.08938883603518906,0.34073737630572604,0.4000000059604645
GUD.AX,0.23,0.9,2.08,157784000.0,0.06372,0.04423,78.29,0.42903,2.0181634,1687457152.0,1070152000.0,91976000.0,450895.0,34.78260869565217,8.88888888888889,0.15774960703534,0.1778333493966119,8.0
GWA.AX,0.146,0.2,1.752,82242000.0,0.06676,0.117180005,75.47,0.41529,1.9109948,778655936.0,580798976.0,13988000.0,213305.0,15.000000391920953,10.950000286102295,0.1641814622651196,0.3075510067695145,2.190000057220459
GXY.AX,,,,,,,,,,,,,,,,,,
HAS.AX,-0.004,0.0,686.712,-9602598.0,-0.02321,-0.03741,0.209,0.11883,33.5514,225866432.0,6241107456.0,-10006563.0,270136.0,-897.4999785423279,inf,0.42329632944030016,1.3390419427341886,3.5899999141693115
HE8.AX,-0.007,,7778.613,-4544604.0,-0.062080003,-0.09673,1.761,0.00031,5.1176467,213662944.0,154103088.0,-2852982.0,438770.0,,,0.22859772840394063,0.9426634794796912,0.08699999749660492
HFR.AX,-0.074,-0.01,599535.3,-7089247.0,-0.03331,-0.057350002,,0.29419002,2.1994884,271589504.0,313409824.0,-6725871.0,118709.0,-11.621621814933984,-86.00000143051147,0.2250783682203541,0.6274934648162105,0.8600000143051147
HLO.AX,-0.778,0.1,3.304,-20450000.0,-0.04625,-0.10745,6.904,0.094610006,0.98503745,209907696.0,244944240.0,9420000.0,185283.0,-2.030848384209954,15.800000429153442,0.08300769531084146,0.32824324934022603,1.5800000429153442
HLS.AX,-0.119,0.29,1.545,533700000.0,0.07709,0.15560001,92.579,0.67660004,1.0148976,3611002368.0,2037726720.0,586800000.0,2382218.0,-27.47899143635726,11.275862003194876,0.1534935717557659,0.3622830700944744,3.2699999809265137
HPI.AX,0.322,0.22,13.924,57538000.0,0.03165,0.30534,57.376,0.51193,1.0577548,1030040832.0,1858115328.0,63368000.0,205682.0,10.124223572867256,14.818181774832986,0.23315330765271325,0.1792695238223534,3.259999990463257
HRR.AX,,,,,,,,,,,,,,,,,,
HSN.AX,0.192,0.3,3.277,62000000.0,0.066479996,0.13942,32.508,0.24625999,4.0142517,971890048.0,1016631424.0,91231000.0,248577.0,26.40625089406967,16.90000057220459,0.28624688961737915,0.33559851193936796,5.070000171661377
HT1.AX,-0.152,0.19,1.806,46733000.0,0.03119,0.06488,23.664,0.57281,0.68292683,520979648.0,348420768.0,14001000.0,130945.0,-7.368421084002445,5.8947368672019556,0.23274401677970022,0.4421637326283364,1.1200000047683716
HTA.AX,0.061,-0.01,7631.326,,-0.00123,-0.0043099998,2.942,0.0,1.0892857,831814528.0,827922560.0,32643000.0,28136.0,1.0000000112369412,-6.1000000685453415,0.23849817663055242,0.5867057549829998,0.061000000685453415
HUB.AX,0.131,0.62,10.416,,0.037750002,0.04605,10.859,0.44469002,11.544857,1997271296.0,1810316928.0,36931000.0,259946.0,201.37403939516489,42.54838574317194,0.831931860296873,1.3491565201028903,26.3799991607666
HUO.AX,,,,,,,,,,,,,,,,,,
HVN.AX,0.584,0.4,2.426,1100034944.0,0.09252,0.1998,44.344,0.118769996,1.3940209,6809579520.0,5170941440.0,597299968.0,2600576.0,7.106164546862041,10.375000238418579,0.29069984873599986,0.27953669217731286,4.150000095367432
HZN.AX,0.012,0.01,1.429,68375128.0,0.13641,0.23223,1.236,0.28641,1.9117645,154507872.0,410525696.0,56926000.0,1781729.0,10.833332935969034,12.999999523162842,0.11682357113832237,0.8519208508762276,0.12999999523162842
IAG.AX,-0.133,0.31,1.845,680000000.0,0.011849999,0.06495,39.754,0.40674,1.793935,13972939776.0,12103641088.0,899000000.0,6305038.0,-36.91729208580533,15.838709185200353,0.12472487969887465,0.218705046727922,4.909999847412109
IAP.AX,,,,,,,,,,,,,,,,,,
IDX.AX,0.162,0.22,2.182,62219000.0,0.033570003,0.048520003,98.199,0.30887,2.0846395,787610496.0,539437376.0,37100000.0,568062.0,16.41975361623882,12.090909481048584,0.2730680564541713,0.41970068859743764,2.6600000858306885
IEL.AX,0.146,0.62,10.176,168872992.0,0.11921,0.24388,56.309,0.42604,20.093771,8072648704.0,8350080000.0,140634000.0,956022.0,205.47945205479454,48.38709677419355,0.4574511836075372,0.3142961627185036,30.0
IFL.AX,0.195,0.39,1.041,243700000.0,0.01827,0.01128,40.014,0.46299,0.7768129,2235970304.0,2149262592.0,-5500000.0,1856004.0,16.974358680920723,8.487179340460361,0.11040731173500855,0.35611544798920064,3.309999942779541
IFM.AX,0.053,0.07,3.376,10318000.0,0.02846,0.05494,4.267,0.57359004,2.6520681,406661920.0,409580576.0,44838000.0,768214.0,20.566038365633982,15.571429048265728,0.310797335535121,0.5028584155975141,1.090000033378601
IFN.AX,,,,,,,,,,,,,,,,,,
IGL.AX,-0.059,0.24,0.691,66356000.0,0.049850002,0.15021,141.687,0.1244,1.9748229,524586752.0,360207584.0,71676000.0,252597.0,-42.54237271971622,10.458333293596905,0.13653642325666912,0.26278073459457135,2.509999990463257
IGO.AX,0.182,0.66,14.177,526300000.0,0.05212,0.09974,27.579,0.47978002,4.5175805,12799312896.0,12161723392.0,357100000.0,4723100.0,88.24175530737573,24.333332524155125,0.20978911451845017,0.4532831411130401,16.059999465942383
ILU.AX,5.709,0.99,2.032,879500032.0,0.15817,0.30105,1.652,0.72572,3.235198,3539839232.0,4185467648.0,575800000.0,2566765.0,1.7323524861311534,9.98989933668965,0.10920968222955407,0.3108697439100653,9.890000343322754
IMD.AX,0.042,0.12,2.443,96000000.0,0.11027,0.1625,15.751,0.46653998,3.8071065,835070016.0,892017024.0,55535000.0,754457.0,53.57142857142857,18.75,0.2898623143290362,0.7444556423076873,2.25
INA.AX,0.131,0.28,5.768,111796000.0,0.03881,0.07975,32.403,0.40960997,1.4266396,1997326720.0,4211555584.0,114902000.0,920207.0,32.21373885642481,15.071427822113035,0.23381510554735135,0.344377273874828,4.21999979019165
ING.AX,0.132,0.29,1.016,155300000.0,0.024419999,0.21815,1228.824,0.55414003,7.2606387,2756466176.0,1014686400.0,341600000.0,1284559.0,20.68181832631429,9.41379316921892,0.11408193649539182,0.14762175641578873,2.7300000190734863
INR.AX,-0.005,-0.44,,-16552000.0,-0.04077,-0.05173,0.125,0.14253001,7.867647,986302720.0,1097044352.0,-15096000.0,6815625.0,-107.00000524520874,-1.2159091505137356,1.4179414933609165,3.0907612356537904,0.5350000262260437
IPH.AX,0.252,0.4,5.858,107412000.0,0.07452,0.12274,37.565,0.34457,4.6717944,2192907264.0,1990452992.0,94879000.0,640611.0,36.15079228840177,22.774999141693115,0.33471809451264395,0.6206404328291906,9.109999656677246
IPL.AX,0.071,0.22,1.663,1281200000.0,0.06613,0.093210004,32.347,0.42145002,1.4856291,8653721600.0,7730075648.0,673900032.0,9498652.0,56.05633829680967,18.090909177606758,0.0800951567430937,0.24720201126603553,3.9800000190734863
IRE.AX,0.32,0.56,3.571,117642000.0,0.06306,0.12272,96.121,0.70228994,3.012009,2192346880.0,1760378880.0,110043000.0,556465.0,28.999999165534973,16.57142809459141,0.1498231913882768,0.16261341609619065,9.279999732971191
IRI.AX,0.072,0.08,0.883,-6630000.0,-0.03505,0.018129999,5.591,0.06341,0.7949309,55500484.0,59485244.0,16940000.0,148259.0,4.791666650109821,4.312499985098839,0.1914417839194267,0.6450717329380412,0.3449999988079071
ISU.AX,-0.194,0.05,0.721,-13999000.0,-0.052950002,-0.110080004,14.276,0.28843,0.54027504,67152992.0,60244800.0,4836000.0,336778.0,-1.41752580391992,5.5000001192092896,-0.094961816452734,0.3509849762727478,0.2750000059604645
ISX.AX,,,,,,,,,,,,,,,,,,
ITG.AX,,,,,,,,,,,,,,,,,,
IVC.AX,-0.069,,3.129,99259000.0,0.025799999,0.036760002,67.796,0.25666,2.9894965,1742677120.0,1586556288.0,70031000.0,247114.0,,,0.10683641442196913,0.21023090988581308,11.100000381469727
JBH.AX,3.876,3.22,0.561,848000000.0,0.15774,0.42098,47.208,0.61387,3.6584115,5177974272.0,4921587712.0,627400000.0,511598.0,11.052631618314729,13.3043478734745,0.3502184175797301,0.4782684968025067,42.84000015258789
JHC.AX,,,,,,,,,,,,,,,,,,
