,trailingEps,forwardEps,enterpriseToRevenue,ebitda,returnOnAssets,returnOnEquity,debtToEquity,heldPercentInstitutions,priceToBook,enterpriseValue,marketCap,operatingCashflow,averageVolume,trailingPE,forwardPE,HistoricalReturn,HistoricalReturnRisk,PricePerShare
JHG.AX,4.028,,2.128,694099968.0,0.06428,0.06971,9.036,0.051030003,1.4357634,5076347904.0,6094558208.0,608499968.0,96583.0,,,0.26864143097283344,0.40609633678327106,36.790000915527344
JHX.AX,1.7,2.04,3.644,1021900032.0,0.1319,0.37166,69.065,0.57725,10.048661,15646783488.0,12868621312.0,726700032.0,1394304.0,17.005882263183594,14.171568552652994,0.2986326457753416,0.33975365653636924,28.90999984741211
JIN.AX,0.39,0.63,7.531,47510000.0,0.23199,0.34967998,3.445,0.13529,10.678871,785157568.0,874416192.0,44193000.0,132510.0,35.8974358974359,22.22222222222222,0.4780942605206098,0.6999105577173529,14.0
JLG.AX,0.078,0.17,1.906,77252000.0,0.09526,0.18927999,16.805,0.24833,26.309963,1706084480.0,1883040128.0,25315000.0,997223.0,91.41025787744766,41.941177143770105,0.6958290425276543,0.8482438010853144,7.130000114440918
JMS.AX,0.034,,45.005,2564848.0,0.00294,0.13902001,,0.08329,0.8119658,370490752.0,372208096.0,-476592.0,967504.0,,,0.2177267211243728,0.4728613369441941,0.1899999976158142
KAR.AX,-0.191,0.44,3.507,205854000.0,0.08647,-0.19635999,114.421,0.31660998,2.6255708,1350321152.0,1279230080.0,154246000.0,3659205.0,-12.041884567100965,5.2272726189006455,-0.03482327354346418,0.3679505692437284,2.299999952316284
KGN.AX,0.412,0.35,0.481,-32256000.0,-0.05939,-0.20068,33.326,0.21365999,1.8133616,345617952.0,365556960.0,61839000.0,342784.0,8.300971058965887,9.771428789411273,1.0157481021218995,1.8378318275959917,3.4200000762939453
KMD.AX,0.03,0.18,1.013,85321000.0,0.02387,0.04423,46.501,0.36209,0.91240877,992300288.0,711398976.0,81808000.0,286317.0,33.333333333333336,5.555555555555555,0.17874576225177397,0.48560505486518324,1.0
KSC.AX,0.2,0.08,0.419,55718000.0,0.02033,0.060539998,20.828,0.0,0.9343556,324835200.0,255611856.0,64702000.0,9341.0,9.750000238418579,24.375000596046448,0.05885481300462535,0.15127560695759476,1.9500000476837158
KSL.AX,,0.35,,,0.01989,0.13471,,0.25116,,249634320.0,248199648.0,,235435.0,,,0.13042141438225135,0.37647829696460455,0.8650000095367432
LEP.AX,,,,,,,,,,,,,,,,,,
LIC.AX,0.4,0.65,8.906,38844000.0,0.02582,0.21375,54.119,0.43308,6.50619,1996938496.0,1977991424.0,41732000.0,227064.0,47.30000019073486,29.107692425067608,0.41794717707604756,0.24219545054245334,18.920000076293945
LLC.AX,-0.658,0.71,0.811,87000000.0,-0.00081,-0.018099999,39.67,0.39183998,0.7793611,7265563648.0,16386709504.0,-835000000.0,1788197.0,-12.051671471639244,11.169013842730456,0.1409075433555523,0.3334934135167632,7.929999828338623
LNG.AX,,,,,,,,,,,,,,,,,,
LNK.AX,-0.212,0.25,2.301,130121000.0,0.010319999,-0.0416,77.781,0.43458,0.9517165,2704141568.0,1749285760.0,71294000.0,3023321.0,-16.084906065239096,13.640000343322754,0.01939751508031376,0.14996774734901785,3.4100000858306885
LOV.AX,0.038,0.6,6.046,97544000.0,0.15148,1.06121,355.039,0.1607,44.29348,2773316096.0,2627397120.0,130559000.0,412122.0,643.421072708933,40.75000127156576,0.4536854210936037,0.4502402027905818,24.450000762939453
LVH.AX,-0.035,0.0,7.911,-11782801.0,-0.39963,-0.88952005,4.113,0.23392001,3.2352939,57973060.0,65077096.0,-6106617.0,91117.0,-6.285714251654488,inf,0.48962154755887793,1.2322791927256616,0.2199999988079071
LVT.AX,-0.008,0.0,0.919,-1964300.0,-0.016390001,-0.01449,13.993,0.16633,0.8636364,48535328.0,52361396.0,-883210.0,1682736.0,-7.12500000372529,inf,0.04936608901289877,0.9447250768447357,0.05700000002980232
LYC.AX,0.021,0.48,7.338,531460000.0,0.18539,0.39635,11.574,0.45526,7.943925,6750994944.0,7670502400.0,460072000.0,4755800.0,404.76190476190476,17.708333333333336,0.34723473981970565,0.9401118382114187,8.5
LYL.AX,0.225,0.54,0.842,29527872.0,0.09077,0.28665,16.699,0.22809,3.3109403,192655136.0,274207392.0,40774656.0,20742.0,30.66666709052192,12.777777954384131,0.20954296507201028,0.6069569705957795,6.900000095367432
MAH.AX,0.037,0.03,0.3,211380992.0,0.0429,0.050029997,73.9,0.12636,0.5691057,509532544.0,301698624.0,227907008.0,1399527.0,3.7837837998931474,4.666666686534882,0.08708132760644095,0.5223287736506205,0.14000000059604645
MAQ.AX,0.641,0.64,4.762,62090000.0,0.03036,0.059959996,172.86,0.21193,8.801836,1472917120.0,1154404992.0,97988000.0,17415.0,83.77535220427372,83.9062511920929,0.3453015894147765,0.48514152042807424,53.70000076293945
MCP.AX,0.013,0.09,0.497,3374000.0,0.00317,0.00283,24.32,0.3506,0.7763975,106492768.0,96486000.0,18575000.0,39456.0,57.69230769230769,8.333333333333334,0.14953315303447004,0.4831014385826248,0.75
MEZ.AX,0.077,,3.13,834000000.0,0.03647,0.08392999,21.8,0.11655,2.1961186,11589445632.0,11073403904.0,461000000.0,43027.0,,,-0.35090749856533593,1.7150133264133804,4.300000190734863
MFG.AX,2.206,2.18,2.601,418004992.0,0.21013,0.37993,1.222,0.19372,1.6778075,1430562560.0,1864558464.0,434625984.0,1145899.0,4.551223917431109,4.605504569657351,0.39301478964325864,0.6336281686832712,10.039999961853027
MGR.AX,0.087,0.17,4.771,725000000.0,0.024719998,0.08302,39.376,0.55555,0.81453156,11521269760.0,25193639936.0,896000000.0,9978107.0,24.482759936102507,12.529412437887752,0.19160115597301322,0.1756175034291845,2.130000114440918
MGX.AX,0.098,0.15,2.59,-56833000.0,-0.20142001,-0.27796,2.228,0.58646,0.70616883,364476384.0,526597952.0,20602000.0,1259578.0,4.438775534532508,2.9000000158945722,0.1935922308980706,0.5644698102621342,0.4350000023841858
MHJ.AX,0.053,0.1,0.807,79298000.0,0.08541001,0.2529,66.413,0.20948,2.4390244,480253184.0,465942016.0,111574000.0,152282.0,22.641510333655017,12.000000476837158,0.2182994691972451,0.5700847377072968,1.2000000476837158
MIN.AX,3.386,3.59,4.432,916899968.0,0.058390003,0.107650004,95.555,0.38684,6.078501,15147112448.0,16114571264.0,279800000.0,1174842.0,25.20082747520812,23.768802738455346,0.5148187725432557,0.8528734700908533,85.33000183105469
MLD.AX,-0.068,0.14,0.332,145924992.0,0.03748,0.09514,71.004,0.21367,0.94582593,548254080.0,363922240.0,132470000.0,2011223.0,,,0.16736366204507633,0.6101739776997156,
MLX.AX,0.0,0.12,0.512,139690000.0,0.29578,0.78664,1.149,0.40842,3.5064936,117198176.0,244961824.0,149996000.0,2414411.0,inf,2.250000089406967,0.42826825572441934,1.044866248819078,0.27000001072883606
MMI.AX,-0.008,-0.02,0.522,-33537000.0,-0.44832,-1.9685299,562.392,0.03766,0.20454545,100145008.0,56487780.0,-7126000.0,6186031.0,-2.2499999031424522,-0.8999999612569809,0.08671437907870326,0.833682164410257,0.017999999225139618
MMS.AX,-0.093,1.11,1.816,164077088.0,0.101569995,0.25096,75.094,0.40987,4.1881638,1078873088.0,1067859264.0,119945000.0,284503.0,-148.38709882510605,12.432432604265642,0.10818088720288413,0.26447799996374505,13.800000190734863
MND.AX,0.418,0.65,0.687,80873000.0,0.053969998,0.12945,26.561,0.35132,3.1945102,1243634176.0,1284145664.0,64871000.0,324703.0,32.29665071770335,20.76923076923077,0.0989115187037939,0.4014350583373339,13.5
MNF.AX,,,,,,,,,,,,,,,,,,
MNS.AX,-0.007,-0.01,225614320.0,-27192656.0,-0.09522,-1.16544,382.896,0.00101,11.774194,451228640.0,357172960.0,-47106188.0,4257812.0,-52.14285850524902,-36.500000953674316,0.5457307448497629,0.8977325055101578,0.36500000953674316
MNY.AX,0.141,0.28,3.843,115411000.0,0.09838,0.14637999,115.428,0.27592,1.2270341,721967488.0,396527904.0,-65779000.0,283677.0,13.26241138133597,6.678571445601326,0.3982631173923221,0.4471464691374782,1.8700000047683716
MOC.AX,,,,,,,,,,,,,,,,,,
MOE.AX,,,,,,,,,,,,,,,,,,
MOZ.AX,-1.754,0.24,0.26,13593000.0,0.00364,,,0.36953998,,148308512.0,26098982.0,44574000.0,135717.0,-0.15393387156718133,1.1250000447034836,0.10555004167126598,0.4466366865148219,0.27000001072883606
MP1.AX,-0.443,0.01,8.102,-29151140.0,-0.12925,-0.30059,19.172,0.5505,4.9959316,888988608.0,968818304.0,-9883000.0,1437150.0,-13.860044845339946,613.9999866485596,0.4825619430216616,0.6315673509097623,6.139999866485596
MPL.AX,0.131,,0.638,571200000.0,0.082270004,0.20452999,3.953,0.3743,4.1925926,4529689088.0,7793819648.0,948499968.0,11274728.0,,,0.1490373037231846,0.19535877944659263,2.8299999237060547
MQG.AX,6.208,6.76,7.913,,0.015360001,0.19364001,,0.30148,2.967259,137711828992.0,135078420480.0,32985999360.0,822204.0,28.350515463917525,26.035502958579883,0.3365373631887909,0.22218770577574623,176.0
MRM.AX,-0.52,0.01,1.072,28800000.0,0.0013600001,0.10734,36.663,0.44092,0.88875455,304299520.0,264106080.0,15158000.0,562103.0,-1.4134615659713745,73.50000143051147,-0.2011685446691523,0.3899355375059981,0.7350000143051147
MSB.AX,-0.226,-0.19,71.686,-77911000.0,-0.07159,-0.16941,21.508,0.26449,1.1255656,731980736.0,644161984.0,-65782000.0,972315.0,-4.4026548883556265,-5.23684213035985,-0.06833811935869598,0.33191087061290364,0.9950000047683716
MTO.AX,0.053,0.31,0.541,34332000.0,0.07177,0.15448,60.169,0.35377,1.0692104,247325184.0,148713152.0,15345000.0,30477.0,45.4716997326545,7.774193825260285,0.18396972252953853,0.4020689266316155,2.4100000858306885
MTS.AX,0.227,0.23,0.335,467700000.0,0.05328,0.20752001,121.451,0.52367,3.1339893,5080310784.0,3997343744.0,432300000.0,3029704.0,18.237884874385884,17.99999941950259,0.15722805629265246,0.2815439906467984,4.139999866485596
MVF.AX,0.053,0.07,2.296,33513000.0,0.04917,0.06874,28.615,0.33243,1.4823009,441485088.0,391583168.0,31889000.0,665880.0,18.96226406097412,14.357142789023262,0.0497864922762169,0.3103665650287343,1.0049999952316284
MVP.AX,-0.015,-0.02,4.537,-10923000.0,-0.07874,-0.19756001,4.909,0.23697,1.6813726,101494448.0,122245368.0,-10777000.0,126023.0,-114.33333555857341,-85.75000166893005,0.27077951222632063,0.6613657550207616,1.715000033378601
MWY.AX,-0.182,0.12,0.609,-8574000.0,-0.0299,-0.100200005,37.574,0.0928,0.5913272,123807600.0,78602576.0,-6463000.0,16843.0,-4.945054814055726,7.499999801317851,0.03254225083079883,0.38349625078577393,0.8999999761581421
MYR.AX,-0.188,0.05,0.816,240700000.0,0.04565,0.19826001,657.143,0.2178,2.8100777,2042284928.0,595427264.0,275100000.0,2606469.0,-3.856383105541797,14.500000476837158,-0.01723049986735747,0.3607423277805278,0.7250000238418579
MYS.AX,0.348,0.42,11.32,,0.00438,0.07579,,0.08781999,1.0843372,1598977536.0,436774112.0,-1452968960.0,87493.0,11.89655134047585,9.857142539251418,0.16465728189918766,0.1636132992856511,4.139999866485596
MYX.AX,-0.165,0.02,1.888,3932000.0,-0.03283,-0.41236,74.251,0.18617001,0.62091506,802162432.0,502979360.0,-7206000.0,3697910.0,-1.7272727055983108,14.249999821186066,0.13790671631948595,0.6061138204740761,0.2849999964237213
NAB.AX,0.805,2.08,12.627,,0.00737,0.11112001,,0.29052,1.659611,222497603584.0,101218320384.0,-35746000896.0,5526166.0,38.472048836465206,14.889422746805044,0.17234257291102106,0.2031233313746347,30.969999313354492
NAN.AX,0.019,0.06,9.046,4793000.0,0.00657,0.027290002,8.445,0.40974,9.561201,1088466560.0,1249364992.0,6695000.0,724713.0,217.89472981503135,68.99999777475993,0.36055993116575746,0.48097404838207775,4.139999866485596
NCK.AX,0.756,0.94,2.404,125821000.0,0.14014,0.58773,233.877,0.44819,7.6815186,1060118016.0,754110016.0,122339000.0,202148.0,12.314815369863359,9.904255765549681,0.436454813240931,0.37165474937173826,9.3100004196167
NCM.AX,1.556,1.66,4.084,1936999936.0,0.04275,0.08004,16.202,0.60235,1.5995932,17181845504.0,15443046400.0,1680000000.0,4334590.0,12.133675553191903,11.373493470341327,0.07540665422156416,0.3293118699124825,18.8799991607666
NCZ.AX,-0.009,0.08,0.169,107511424.0,0.08834,-0.35274,19.465,0.06448,16.742424,68940928.0,127132464.0,52390000.0,125684.0,-122.77777989705405,13.812500238418579,0.3261260912470204,2.0077728267389823,1.1050000190734863
NEA.AX,-0.059,-0.02,6.287,-17395000.0,-0.06102,-0.23186001,4.824,0.15722999,6.419355,917571712.0,998239744.0,23219000.0,3389343.0,-33.72881372096175,-99.50000047683716,1.1314747105399616,2.687077558298947,1.9900000095367432
NEC.AX,-0.291,0.19,1.63,602011008.0,0.08461001,0.15642999,41.546,0.43703,1.8451846,4386100224.0,3496049408.0,487228000.0,4228454.0,-7.044673375657334,10.7894734332436,0.19833035288759715,0.3061600353065971,2.049999952316284
NEU.AX,-0.086,0.0,275.935,-7364000.0,-0.17197001,-0.27462,,0.089779995,40.85308,882163136.0,1111686912.0,-9641000.0,489568.0,-100.23255680882654,inf,0.5084265929892521,1.0757580039755734,8.619999885559082
NEW.AX,-0.224,,40.801,,0.00636,0.01204,,0.13802,0.7907348,297917216.0,952146368.0,-1939074.0,1558741.0,,,-0.018428779772588944,0.16005136278585033,0.9900000095367432
NGI.AX,0.108,0.19,2.316,20725000.0,0.0197,0.09871,6.323,0.51227003,0.97165996,194901600.0,243206416.0,89738000.0,303865.0,11.111111552626998,6.315789724651136,0.36800005173615363,0.5766322436763648,1.2000000476837158
NHC.AX,-0.34,0.34,1.851,1564585984.0,0.28853,0.48398,12.46,0.52986,2.8864434,4724980224.0,4802699776.0,1138637056.0,5806661.0,-16.970588179195627,16.970588179195627,0.08868236286418153,0.40698943348123,5.769999980926514
NHF.AX,0.217,0.33,0.801,218900000.0,0.07266,0.18841,42.449,0.15602,5.003474,2351012608.0,3475267072.0,337600000.0,1087490.0,33.17972262334165,21.818181240197383,0.24482070065528372,0.23104199810309148,7.199999809265137
NIC.AX,0.074,,3.003,290954720.0,0.08432,0.1498,20.045,0.23688,2.526738,2619096064.0,2376703232.0,118113944.0,11673542.0,,,0.6344144443031187,0.6243430970230011,0.9449999928474426
NMT.AX,-0.023,,,-19638838.0,-0.086289994,-0.081709996,0.294,0.06447,4.545454,559373888.0,575794752.0,-25077776.0,1595044.0,,,0.9582858193879769,1.8428795736430217,1.0499999523162842
NSR.AX,-0.006,0.09,23.642,156858000.0,0.026519999,0.24226,38.064,0.54148,17.394365,6569467904.0,8809008128.0,165752000.0,2546047.0,-411.66667143503827,27.444444762335884,0.25246566396421166,0.19323578331871477,2.4700000286102295
NST.AX,0.426,0.51,2.654,1444300032.0,0.01875,0.05308,6.226,0.52459997,3.5653713,9913880576.0,11750915072.0,1599200000.0,5932556.0,23.68544636757721,19.78431402468214,0.32621840374979544,0.46687545875692804,10.09000015258789
NUF.AX,-1.446,0.29,0.772,350452000.0,,,44.925,0.62384,1.2531646,2880016896.0,2256950528.0,305679008.0,1422697.0,-4.107883856998934,20.482758818001585,0.05034923145453237,0.3262308645469715,5.940000057220459
NWH.AX,0.16,0.24,0.502,232295008.0,0.057540003,0.17039,47.789,0.23111999,2.3117805,1194058752.0,1172025728.0,288000000.0,1215525.0,16.312499344348907,10.874999562899273,0.8353286668364299,2.5866589327073877,2.609999895095825
NWL.AX,0.213,0.32,16.172,82866000.0,0.38342997,0.56277,14.473,0.17231001,38.559555,2802626560.0,6787753984.0,59605000.0,354277.0,65.35211303424387,43.50000023841858,0.34840873211185586,0.4427891774686269,13.920000076293945
NWS.AX,-1.887,1.51,1.8,1418000000.0,0.036510002,0.08311,45.445,0.15895,1.9513258,18693705728.0,15910413312.0,1354000000.0,229282.0,-14.234234557684983,17.788079874405007,0.10078251147421582,0.21505819578247634,26.860000610351562
NXT.AX,-0.14,0.04,16.658,153304000.0,0.012180001,0.0054400004,66.859,0.48896,2.5765865,4848314880.0,4309800960.0,117176000.0,1768043.0,-67.28571483067103,235.50000190734863,0.24268800401185095,0.33883651114145424,9.420000076293945
OBL.AX,-0.185,0.84,51.429,-54503000.0,-0.03551,0.00863,21.897,0.54381,4.556277,1595585536.0,1115570048.0,-74547000.0,510608.0,-22.756756962956608,5.0119048073178245,0.1609171320996407,0.3456026738820912,4.210000038146973
OCL.AX,0.146,0.12,12.146,27137000.0,0.12282,0.35926,14.876,0.0222,40.48593,1293596288.0,1495976192.0,30540000.0,57408.0,108.42465701168531,131.9166660308838,0.588467238806097,0.5725552237400501,15.829999923706055
OFX.AX,0.06,0.1,3.477,34057000.0,0.05347,0.26638,8.078,0.70028,8.256579,550871040.0,621814848.0,47595000.0,759485.0,41.83333317438762,25.09999990463257,0.0876464008496853,0.3646633357090293,2.509999990463257
OGC.AX,,,,,,,,,,,,,,,,,,
OMH.AX,0.007,,0.886,175313024.0,0.09766,0.26972,54.369,0.02858,1.3468635,742009920.0,539194816.0,102593568.0,85376.0,,,0.6158130424061017,1.6968160892478001,0.7300000190734863
OML.AX,-0.07,0.31,3.047,109647000.0,0.01538,0.0063899998,113.949,0.63936,0.9164223,1614411264.0,748307520.0,186726000.0,1225973.0,-17.857142857142854,4.032258064516129,0.1241293414608555,0.545205992551714,1.25
ONT.AX,,,,,,,,,,,,,,,,,,
OPT.AX,-0.155,-0.31,1527.598,-96526216.0,-0.60806,-1.0129399,,0.2688,1.6581198,303999712.0,340473888.0,-71334952.0,541552.0,-6.2580647007111585,-3.1290323503555793,0.5248602888509807,1.4730573930381818,0.9700000286102295
ORA.AX,0.249,0.2,0.844,350600000.0,0.0709,0.24941999,123.835,0.37050998,3.141994,3453915648.0,2721797376.0,257600000.0,2331036.0,12.530120022325631,15.59999942779541,0.2636279500604471,0.24735765799361176,3.119999885559082
ORE.AX,,,,,,,,,,,,,,,,,,
ORG.AX,-0.287,0.34,0.804,-335000000.0,-0.015140001,-0.14618,34.873,0.32792,1.1405994,11712498688.0,13473256448.0,531000000.0,6459162.0,-26.65505259709907,22.500000280492443,0.06714852595030903,0.34771893197169723,7.650000095367432
ORI.AX,0.424,0.83,1.282,797000000.0,0.03625,-0.091079995,89.401,0.56567,1.9588562,7538014720.0,6189701632.0,322800000.0,1282623.0,35.707547979534795,18.24096426906356,0.026968642188246954,0.18510383648184484,15.140000343322754
OSH.AX,,,,,,,,,,,,,,,,,,
OTW.AX,,,,,,,,,,,,,,,,,,
OVH.AX,,,,,,,,,,,,,,,,,,
OZL.AX,0.652,0.5,4.394,750700032.0,0.06958,0.10182,20.473,0.47320998,2.830617,8867958784.0,9155493888.0,888400000.0,1910994.0,42.08589038965892,54.880001068115234,0.29387781855929934,0.47146560843966967,27.440000534057617
PAC.AX,0.06,0.64,-17.783,-45690000.0,-0.05727,-0.0705,0.2,0.52864,1.0857819,400808672.0,420549824.0,23468000.0,64908.0,137.33332951863608,12.874999642372131,0.23000803560434405,0.4102401122124302,8.239999771118164
PAN.AX,-0.034,0.03,4.123,10804000.0,0.00964,0.03679,44.082,0.27629998,2.0987654,372665664.0,348654688.0,26210000.0,2950099.0,-5.000000052592333,5.666666726271312,0.11090092603492789,0.5972334440201476,0.17000000178813934
PAR.AX,-0.128,-0.19,3320.68,-47897520.0,-0.44222,-0.65098,1.457,0.15630999,3.974359,263077568.0,360074304.0,-32205266.0,716202.0,-12.10937462747097,-8.157894485875179,0.5688119564820079,1.193196349754068,1.5499999523162842
PCG.AX,0.07,0.24,1.382,30872000.0,0.15324001,0.20951,1.758,0.3662,1.7080745,108686464.0,179882992.0,25154000.0,11856.0,23.5714282308306,6.874999900658926,0.14602287170796507,0.3209059929745121,1.649999976158142
PDL.AX,0.386,0.57,2.314,254818000.0,0.110649996,0.15355,6.463,0.29388002,1.6027759,1581160704.0,1855988352.0,251300992.0,2615518.0,12.564766592312353,8.508771762513279,0.3115666476558307,0.5725533673726287,4.849999904632568
PDN.AX,-0.05,-0.01,499.818,-11719000.0,-0.040120002,-0.14522,22.179,0.37879002,11.376812,2349146112.0,2102889472.0,-6794000.0,15292934.0,-15.700000524520874,-78.50000262260437,0.44874951200743585,1.2897956165794864,0.7850000262260437
PET.AX,-0.043,,1.836,-7351500.0,-0.16870001,-0.38653,4.516,0.00158,0.85106385,11433573.0,25000040.0,-7585000.0,2190930.0,,,0.4642340469552157,0.9736056971343366,0.03999999910593033
PFP.AX,0.156,0.16,4.351,29452000.0,0.035099998,-0.0014599999,34.45,0.14421,2.4531333,631931008.0,539963648.0,24277000.0,45242.0,29.358973869910606,28.624999523162842,0.16433752291730996,0.3863801120161682,4.579999923706055
PGC.AX,-0.219,0.04,1.265,18152000.0,0.0242,0.03927,54.164,0.04201,0.98550725,313632544.0,119476336.0,19032000.0,499488.0,-1.5525114318551538,8.500000089406967,0.23043770961315238,0.5116102956448467,0.3400000035762787
PGH.AX,0.3,0.26,0.842,193366000.0,0.03637,0.02846,270.966,0.15991001,0.92340434,1547510016.0,373554656.0,174614000.0,683658.0,3.616666793823242,4.173077069796048,0.06092427820744251,0.2679586241258888,1.0850000381469727
PLS.AX,-0.025,0.21,12.535,790091008.0,0.32764,0.60208,22.597,0.21626,24.773869,14911920128.0,14675623936.0,647606976.0,31577801.0,-197.19999313354492,23.47618965875535,1.3632182792001433,2.063940155740536,4.929999828338623
PME.AX,0.235,0.56,60.184,62234000.0,0.27405,0.48461,2.24,0.12937,85.5,5663917568.0,6069001728.0,61576000.0,173050.0,247.40425272190825,103.82142748151506,0.7605209176816017,0.5618094999141758,58.13999938964844
PMV.AX,1.42,1.38,2.406,385039008.0,0.09924,0.17764999,18.377,0.24882,2.711279,3648889856.0,3993904128.0,355476992.0,252082.0,17.69014143607986,18.20289915886478,0.25799921124745406,0.16072716163803463,25.1200008392334
PNI.AX,0.269,0.52,32.98,10499000.0,0.01316,0.2364,30.249,0.14965001,7.774001,1516959744.0,1825269504.0,-14924000.0,652453.0,34.01486847037276,17.596153112558216,0.6418499838493589,0.41642763022305385,9.149999618530273
PNR.AX,0.004,0.03,3.062,14714048.0,-0.0152,-0.06162,29.29,0.19905001,1.3084112,225130976.0,197330000.0,19737594.0,2820410.0,35.00000014901161,4.666666686534882,0.22363279987183474,0.6797454136450464,0.14000000059604645
PNV.AX,-0.008,0.02,31.391,1924107.0,0.0092,-0.05953,62.063,0.17101,63.333332,1314984576.0,1382300928.0,-2057034.0,2171897.0,-261.24998927116394,104.49999570846558,0.6463233668557014,0.858217344774691,2.0899999141693115
PPC.AX,-0.051,0.1,3.06,52106000.0,0.03385,0.094890006,59.936,0.41146,1.0662824,815886976.0,536463008.0,46196000.0,676004.0,-21.76470616284539,11.100000143051147,0.1012611566345725,0.26362903448091357,1.1100000143051147
PPE.AX,0.244,0.33,0.585,39753828.0,0.07019,0.14319,78.356,0.16176,2.62309,399289984.0,294770208.0,22064720.0,198843.0,12.663934074464391,9.363636103543367,0.3607283845865851,0.3256442426120519,3.0899999141693115
PPG.AX,0.008,0.19,0.218,-3453000.0,-0.02243,-0.32178003,56.947,0.13196,1.8361582,88113672.0,26360880.0,6539000.0,41040.0,40.62499850988388,1.7105262530477423,-0.0483270837146305,0.32488031924820404,0.32499998807907104
PPH.AX,0.027,,6.201,50500000.0,0.155,0.26079,37.805,0.54188997,18.153847,1258019840.0,1363478144.0,61452000.0,565222.0,,,0.2769614289098776,0.9706262352814428,1.1799999475479126
PPS.AX,0.015,0.02,5.776,14995509.0,0.03313,0.04091,11.138,0.040009998,4.444444,366955776.0,426559552.0,10362479.0,1516483.0,55.99999825159709,41.999998688697815,0.4646145397569727,0.5465794744843581,0.8399999737739563
PPT.AX,1.164,2.74,2.039,177900000.0,0.05452,0.11043,35.72,0.30865,1.6241643,1528257920.0,1486112896.0,170800000.0,407996.0,22.542955129826602,9.576642252232906,0.14720382165045767,0.22215565192692108,26.239999771118164
PRN.AX,-0.111,0.14,0.503,372468992.0,0.028900001,0.03243,68.201,0.35546002,0.5656836,1231095424.0,744525056.0,341302016.0,2674097.0,-9.504504031963176,7.535713911056518,0.37341829660530773,1.401266820252974,1.0549999475479126
PRU.AX,0.083,0.2,2.131,531729984.0,0.10054,0.20725,5.27,0.57901,2.767053,2398634752.0,2638308096.0,522908000.0,4570747.0,25.903615606836524,10.750000476837158,0.1513064369560287,0.6111295320447451,2.1500000953674316
