,trailingEps,forwardEps,enterpriseToRevenue,ebitda,returnOnAssets,returnOnEquity,debtToEquity,heldPercentInstitutions,priceToBook,enterpriseValue,marketCap,operatingCashflow,averageVolume,trailingPE,forwardPE,HistoricalReturn,HistoricalReturnRisk,PricePerShare
PSI.AX,0.079,0.18,7.172,93289000.0,0.05268,0.072399996,51.443,0.018609999,5.1269035,1807196288.0,1654556800.0,69066000.0,113783.0,63.92405304727675,28.055556615193687,0.27384248056445604,0.3169272972088827,5.050000190734863
PSQ.AX,0.079,0.1,2.282,11033000.0,-0.009649999,-0.07545,179.687,0.28606,5.334426,318282624.0,259639904.0,17897000.0,131710.0,20.60126654709442,16.27500057220459,0.1437199044538294,0.26275271404907674,1.627500057220459
PTM.AX,0.287,0.22,3.53,158042000.0,0.26836002,0.30497998,1.624,0.17446,3.1951642,821771776.0,1085356160.0,122660000.0,1265028.0,6.445993114431561,8.409091017462991,0.1318108873733259,0.3635619552320891,1.850000023841858
PVS.AX,-0.104,,0.763,-14677000.0,-0.33431,-0.68188006,9.567,0.46846,0.29957807,18552368.0,27378524.0,-12126000.0,99188.0,,,-0.22350870923769314,0.16885317106191727,0.07100000232458115
PWH.AX,0.162,0.24,9.847,,0.19152,0.29700002,8.825,0.13852,20.288288,995224192.0,1129332992.0,17041000.0,185128.0,69.50617425235701,46.91666762034099,0.2528023095059439,0.40049113723489593,11.260000228881836
QAN.AX,-2.073,0.45,1.632,-87000000.0,-0.04795,-6.79842,,0.17099,14.60199,14864299008.0,11071054848.0,2670000128.0,9876242.0,-2.8316449037911635,13.044444190131292,0.2467756079562861,0.4578831417584043,5.869999885559082
QBE.AX,-1.406,0.64,1.278,804000000.0,0.00937,0.05382,36.133,0.46980998,2.1933472,16425239552.0,18692616192.0,2384999936.0,3818371.0,-9.00426731679382,19.78124976158142,0.09133591227818272,0.21600134863671527,12.65999984741211
QIP.AX,0.082,0.09,1.317,14040000.0,0.050869998,0.09866,58.584,0.1588,1.7066422,167688656.0,126794384.0,16026000.0,51369.0,11.28048795025523,10.277777910232544,0.014558815314386917,0.19433699433584636,0.925000011920929
QUB.AX,0.052,0.11,2.544,382800000.0,0.0219,0.042740002,65.291,0.46146,1.5419501,6316926464.0,5222943744.0,298700000.0,5485984.0,52.30769285788903,24.727272987365723,0.12404445922658791,0.12180125770055154,2.7200000286102295
RBL.AX,0.144,0.07,0.094,-20113000.0,-0.07027,-0.2237,9.259,0.22686,1.3603818,53836516.0,158153920.0,2795000.0,1414545.0,3.9583332836627965,8.14285704067775,0.6910090160673023,1.91068090640678,0.5699999928474426
RCT.AX,-0.008,0.33,2.633,19078000.0,0.093739994,0.64836997,3.796,0.0,8.841808,71579624.0,155877136.0,18757000.0,2147.0,-391.25001430511475,9.484848831639145,0.2381255607083883,0.36798841757643436,3.130000114440918
RDC.AX,,,,,,,,,,,,,,,,,,
REA.AX,1.048,3.66,11.177,569400000.0,0.14082,0.29705998,35.722,0.08823,15.970388,15953874944.0,15818369024.0,487600000.0,189595.0,114.24618640928777,32.71311567129333,0.31461264176202436,0.3383765094147983,119.7300033569336
REG.AX,0.009,0.05,0.98,45692000.0,-0.02032,-0.35117,143.435,0.09449001,3.7571156,710840512.0,595651264.0,114793000.0,108358.0,220.00000211927627,39.60000038146973,0.003565791466791283,0.24171139320824342,1.9800000190734863
REH.AX,0.4,0.61,1.504,707043008.0,0.05619,0.12642999,57.302,0.13293,3.5642378,11507864576.0,9605781504.0,221786000.0,721597.0,37.174999713897705,24.377048992719807,0.3331483039568197,0.3127534050595355,14.869999885559082
REX.AX,-0.15,,1.133,-106295000.0,-0.17795,-0.28259,143.095,0.00091,0.7990459,321302848.0,147606368.0,-7469000.0,34258.0,,,0.1321411588758707,0.44098247217528397,1.340000033378601
RFF.AX,0.217,0.16,16.588,57428000.0,0.02642,0.26716998,49.99,0.34228,1.4821223,1415597440.0,2940336896.0,37594000.0,401117.0,11.843317664713354,16.062499582767487,0.30744480834654814,0.21005610579359152,2.569999933242798
RHC.AX,1.096,2.74,1.831,970700032.0,0.01549,0.08355,236.373,0.23488002,3.906492,24380383232.0,14419565568.0,715500032.0,703528.0,57.481751824817515,22.992700729927005,0.16772484911368768,0.22994911644098026,63.0
RHP.AX,,,,,,,,,,,,,,,,,,
RIC.AX,0.009,0.11,0.72,71650000.0,0.05257,0.14059,35.373,0.33426,2.2700815,755652416.0,623015296.0,46588000.0,694210.0,216.66667196485733,17.727273160761055,0.1153880449194449,0.34123907214650323,1.9500000476837158
RIO.AX,7.731,4.49,2.583,28077000704.0,0.14463,0.32828,22.521,0.39016,3.6082473,155433172992.0,170031759360.0,22158000128.0,1554996.0,13.581684128831975,23.385300668151448,0.16978303536295375,0.22373859690705103,105.0
RMC.AX,0.194,0.28,59.589,,0.00651,0.29218,4311.337,0.63916,1.3953488,15694007296.0,392441248.0,-1585433984.0,188820.0,4.948453497640865,3.428571351936885,0.3325368569930136,0.7334567603294673,0.9599999785423279
RMD.AX,1.00825,0.99,6.024,1124349952.0,0.12728,0.24956,27.302,0.08371,7.324095,21553328128.0,50031165440.0,351147008.0,1147959.0,33.81105891652654,34.434343588472615,0.2753032696318344,0.14319207639078468,34.09000015258789
RMS.AX,0.224,0.14,0.859,267080992.0,-0.00169,0.01828,7.049,0.36271,1.1335188,518604000.0,706110336.0,159432992.0,7788419.0,3.6383928464991704,5.821428554398673,0.4946170023852238,1.121708040620099,0.8149999976158142
RRL.AX,0.374,0.28,1.3,347791008.0,0.0109399995,0.00871,22.236,0.50423,1.0544218,1320742912.0,1403883392.0,346993984.0,3702150.0,4.973262070334531,6.6428571939468375,0.009482357572714602,0.34581925745087044,1.8600000143051147
RSG.AX,0.021,0.18,0.618,-150996992.0,-0.04355,-0.35314998,69.686,0.50098,0.2506596,374018176.0,209746688.0,55323000.0,5647083.0,9.04761893408639,1.055555542310079,0.2030635350670734,1.446466362797029,0.1899999976158142
RUL.AX,-0.001,0.06,4.938,-3031000.0,-0.02299,-0.07594,5.208,0.23897,6.2627983,383424864.0,425960416.0,-3506000.0,246665.0,-1835.0000381469727,30.58333396911621,0.22234914513670323,0.31925171076360864,1.8350000381469727
RWC.AX,0.166,0.28,2.689,245648992.0,0.07037,0.11833999,61.513,0.79627997,1.6156282,3151397120.0,2417690624.0,89282000.0,4292644.0,18.433734595057476,10.928571224212645,0.19736434183420795,0.2217724213042555,3.059999942779541
S32.AX,-0.03,0.32,1.775,4131000064.0,0.14821,0.27051002,16.95,0.41015998,2.0020378,16774615040.0,18298277888.0,3070000128.0,22865716.0,-131.00000222524008,12.281250208616257,0.2922931442202684,0.7202819221061508,3.930000066757202
SAR.AX,,,,,,,,,,,,,,,,,,
SBM.AX,0.18,0.15,0.731,189308000.0,-0.0736,-0.14473,15.482,0.61627,0.3121721,497308064.0,422168576.0,87656000.0,6792806.0,3.305555714501275,3.9666668574015302,1.1256563304220322,3.808916861925921,0.5950000286102295
SCG.AX,-0.719,0.26,12.372,,0.02599,0.05184,79.213,0.60816,0.8039648,29391671296.0,75779547136.0,978099968.0,12982973.0,-4.061196211813554,11.230769524207481,0.1321832520249656,0.18227293223759927,2.9200000762939453
SCP.AX,0.095,0.18,20.484,,0.02948,0.16628,44.252,0.48513,269.0,7111910400.0,8959260672.0,179400000.0,3600043.0,28.31579007600483,14.944444762335884,0.21061239439585278,0.11595476324283015,2.690000057220459
SDA.AX,,,,,,,,,,,,,,,,,,
SDF.AX,0.103,0.22,4.741,362500000.0,0.0545,0.12944001,51.75,0.40998,4.175739,5530189312.0,5249679360.0,247700000.0,2623171.0,52.13592121902022,24.409090388904918,0.2362429462215033,0.189385490846249,5.369999885559082
SDG.AX,0.076,0.51,0.211,89944000.0,0.11327,0.28111,14.138,0.045819998,0.6776062,117305480.0,240277056.0,380523008.0,136253.0,23.092105200416164,3.441176461238487,0.23218477334873605,0.23913855160749048,1.7549999952316284
SEK.AX,-0.345,0.71,7.888,400200000.0,0.05198,0.1263,83.314,0.41216,6.7657514,8807352320.0,7411084800.0,396600000.0,1157162.0,-60.69565372190614,29.492958498672703,0.25013722689662754,0.29466111855660865,20.940000534057617
SFC.AX,2.375,,1.594,38734000.0,0.062030002,0.14243001,28.959,0.16362,1.8579687,271702624.0,247123808.0,20643000.0,1324.0,,,0.3164642640304714,0.2983713629628625,18.0
SFG.AX,-0.012,-0.01,2.304,-57994184.0,-0.48224998,-2.37373,32.984,0.00784,1.4285713,46286860.0,48365996.0,-50107912.0,1023527.0,-0.8333333147068819,-0.9999999776482582,-0.02399281888408299,0.4372444261951084,0.009999999776482582
SFR.AX,0.561,0.59,2.01,445740000.0,0.060370002,0.09316,48.87,0.60695,1.0876335,1855885568.0,2004812032.0,391188000.0,3779272.0,8.716577302113361,8.288135366924738,0.05500974861210138,0.2139353417446598,4.889999866485596
SFX.AX,-0.012,-0.01,1707.656,-2526000.0,-0.01481,0.18365,,0.080170006,2.0848057,141735472.0,204486912.0,-2128000.0,157536.0,-49.166664481163025,-58.99999737739563,0.023786558480755053,0.3194589363067172,0.5899999737739563
SGF.AX,0.144,0.25,2.351,336993984.0,0.05303,0.13081001,276.102,0.08437,1.5565611,2084532096.0,588214208.0,230026000.0,101405.0,11.944444643126594,6.880000114440918,0.21796692706547713,0.3654665827527801,1.7200000286102295
SGH.AX,0.017,0.14,1.226,18362000.0,0.02503,0.010620001,70.584,0.0,0.46617162,191325280.0,78925976.0,-14060000.0,3220.0,33.235293977400836,4.035714268684387,-0.19123760548517862,0.615171983620682,0.5649999976158142
SGM.AX,-0.602,1.46,0.312,512800000.0,0.05965,0.2574,27.653,0.42869,1.3301985,2890433536.0,2515053056.0,547800000.0,796730.0,-21.146178641588584,8.719177768655019,0.1636077490208759,0.35029402297370954,12.729999542236328
SGP.AX,-0.071,0.35,4.188,742000000.0,0.02319,0.14288999,45.324,0.53965,0.9603935,12089326592.0,8856400896.0,918000000.0,6228378.0,-52.25352166404187,10.60000010899135,0.17761344181888958,0.16846125285303634,3.7100000381469727
SGR.AX,-0.129,0.2,2.617,-171900000.0,-0.04022,-0.057490002,38.845,0.52232,0.7529412,3996343296.0,2741800448.0,176200000.0,2755927.0,-22.325582282487737,14.40000057220459,0.08216196162824903,0.264707533809622,2.880000114440918
SHJ.AX,0.129,0.19,1.118,50980000.0,0.052729998,0.118149996,33.374,0.10587,0.78102714,240240400.0,189721888.0,10626000.0,44418.0,8.48837231480798,5.763158045316997,0.15543195380171032,0.4504102182783018,1.0950000286102295
SHL.AX,1.985,1.75,1.875,2416100096.0,0.11107001,0.21754,40.561,0.42325002,2.5940497,17513383936.0,15183200256.0,2225820928.0,1129748.0,15.944584190695352,18.085714067731583,0.21998427767063664,0.15860215529152558,31.649999618530273
SHV.AX,0.259,0.54,4.595,64115500.0,0.020399999,0.049429998,69.643,0.56488,1.1787163,976779776.0,594286976.0,47189000.0,167459.0,19.073359294287485,9.14814825411196,0.4534216999900745,1.095263811409794,4.940000057220459
SIG.AX,0.059,0.03,0.247,31478000.0,0.00837,-0.01293,52.559,0.41688,1.1275415,876301120.0,603086912.0,60784000.0,3099008.0,10.338983293307031,20.333333810170494,0.08763106405449883,0.28102923550587405,0.6100000143051147
SIQ.AX,0.319,0.67,3.061,96606000.0,0.14302,0.25683,30.309,0.40094003,2.337476,691737984.0,652810112.0,64474000.0,746192.0,15.32915318647522,7.298507263411336,0.5253328992840234,1.0071712240039201,4.889999866485596
SKC.AX,-0.019,0.2,4.407,98926000.0,0.00468,-0.02094,41.398,0.49562,1.2711456,2449899264.0,2034623360.0,91121000.0,290735.0,-138.42105865478516,13.15000057220459,0.10129306733605564,0.13888517006025947,2.630000114440918
SKI.AX,,,,,,,,,,,,,,,,,,
SKT.AX,-0.095,0.26,0.371,102373000.0,0.062179998,0.13545999,14.502,0.36975,9.1453,272962336.0,373832352.0,119638000.0,22456.0,-22.42105383622019,8.192308132465069,-0.09151434818468841,0.42089892186607314,2.130000114440918
SLC.AX,-0.106,-0.01,1.34,17462000.0,-0.02888,-0.14512,13.943,0.40398997,0.7440476,332701504.0,362550016.0,-11472000.0,1387736.0,-7.0754716981132075,-75.0,-0.034369927368992303,0.258912252065137,0.75
SLK.AX,,,,,,,,,,,,,,,,,,
SLR.AX,0.323,0.13,1.321,231188000.0,0.04971,0.07967,4.444,0.52857,1.2155261,838065664.0,1053703424.0,249162000.0,4276119.0,3.684210703468913,9.15384659400353,0.29523505847068643,1.0837397764229872,1.190000057220459
SM1.AX,0.272,,0.604,102092000.0,0.021340001,0.05084,51.247,0.16469999,0.70036864,1002921792.0,581428160.0,232920000.0,19512.0,,,0.11751818027448747,0.6017729897588424,2.6600000858306885
SMR.AX,-0.12,,2.729,485175744.0,0.14105,0.38009998,87.576,0.09309,4.4503546,3515493888.0,678746624.0,640887680.0,2309481.0,,,0.41155528783495343,0.8929411028506986,2.509999990463257
SNL.AX,0.275,0.53,2.327,31453000.0,0.14629,0.36861,77.946,0.05069,10.818181,461938752.0,485921024.0,18121000.0,4880.0,43.272725885564626,22.452829468925042,0.36115406320337684,0.37306115430641823,11.899999618530273
SOL.AX,4.056,1.44,3.431,1699238016.0,0.11158,0.07235,6.477,0.078049995,1.5977367,9536054272.0,9884119040.0,1192521984.0,457527.0,6.752958429400502,19.02083290947808,0.1673528611437605,0.2173174944374535,27.389999389648438
SPK.AX,0.205,0.19,2.837,931000000.0,0.09531,0.27637,137.966,0.30099002,6.200257,10554586112.0,9075086336.0,841000000.0,1143504.0,23.56097523759051,25.421052230031865,0.1830268278340615,0.18246694949976477,4.829999923706055
SPL.AX,-0.051,0.0,35.435,-15798000.0,-0.14484,-0.29187,16.922,0.42858002,3.0813951,182914880.0,215540384.0,-13162000.0,586556.0,-10.392156301760206,inf,0.03738097175801904,0.38097009567087753,0.5299999713897705
SRG.AX,-0.067,0.05,0.476,47817000.0,0.039839998,0.08727,24.423,0.31280002,1.34,307685504.0,298683328.0,61117000.0,388830.0,-10.000000249094038,13.40000033378601,0.07714679594642956,0.31037587997940264,0.6700000166893005
SRV.AX,0.078,0.32,2.002,54102000.0,0.03581,0.14265001,156.758,0.24325001,1.6,544468608.0,329180896.0,145583008.0,19411.0,43.58974481240297,10.625000298023224,0.16225098734146615,0.33014334350192426,3.4000000953674316
SSM.AX,0.093,0.08,0.382,35582000.0,0.0049799997,-0.09179,44.086,0.32966998,0.9526854,578096384.0,458884992.0,58547000.0,1618313.0,8.010752739444856,9.312500059604645,0.3344970791291948,0.7766165121309846,0.7450000047683716
SST.AX,,,,,0.040549997,0.093030006,32.63,0.059970003,,325586496.0,,,158.0,,,-0.024853131898084867,0.20352403457004414,10.5
STO.AX,-0.222,0.42,4.613,3803000064.0,0.06252,0.13609,49.452,0.28435,2.1465516,29701185536.0,25300291584.0,3467000064.0,12088188.0,-33.64864770356599,17.785713786170597,0.05503735719160898,0.334216350718682,7.46999979019165
STX.AX,-0.047,0.0,,-10825000.0,-0.04499,-0.1234,15.795,0.05618,7.428571,508461792.0,526528576.0,-9191000.0,3184270.0,-5.531914690707592,inf,0.12298964040205383,0.5436123462022028,0.25999999046325684
SUL.AX,1.06,0.89,0.916,458800000.0,0.08325,0.19177,78.41,0.25396,2.0740018,3253306624.0,2405046784.0,340400000.0,637142.0,10.047169451443654,11.96629170621379,0.18441091841548224,0.33613296339969645,10.649999618530273
SUN.AX,0.567,0.85,2.096,1395000064.0,0.00751,0.0533,191.199,0.34903,1.1526903,31417370624.0,15012314112.0,2484999936.0,3819621.0,20.97001824219181,13.98823569802677,0.1293086135907412,0.18017885107936868,11.890000343322754
SVW.AX,1.292,1.87,1.409,1940899968.0,0.08804,0.10616,156.164,0.13194999,2.0929992,12686664704.0,7374197760.0,512400000.0,533748.0,15.71207371289516,10.855614565273019,0.25090340573705955,0.36521252575247953,20.299999237060547
SWM.AX,0.002,0.11,0.776,335315008.0,0.13581,1.2128501,186.889,0.16138001,,1194275968.0,651949184.0,160232000.0,2850077.0,204.99999821186066,3.727272694761103,0.05455199686798407,0.37950692085395715,0.4099999964237213
SXE.AX,0.039,0.06,0.241,32709000.0,0.04928,0.0884,6.289,0.39723,1.123077,133382696.0,189724816.0,29674000.0,177902.0,18.71794920701247,12.166666984558105,0.0652268090012297,0.3164602880770574,0.7300000190734863
SXL.AX,0.171,0.19,0.878,73242000.0,0.02671,-0.27875,55.117,0.64602,0.44820294,456535360.0,280066816.0,54210000.0,1027734.0,6.198830074734158,5.578947067260742,0.0007549209487065737,0.3642207720662929,1.059999942779541
SXY.AX,,,,,,,,,,,,,,,,,,
SYD.AX,,,,,,,,,,,,,,,,,,
SYR.AX,-0.188,0.38,21.47,-35774000.0,-0.052199997,-0.10775,18.677,0.37770998,3.366762,1499443328.0,1172027264.0,-42150000.0,3034799.0,-12.499999492726428,6.184210275348864,0.12584061489005038,0.5738072648239685,2.3499999046325684
TAH.AX,-0.424,0.21,0.968,148600000.0,-0.00509,-0.02517,11.693,0.43637002,0.33088234,2309126400.0,2303671808.0,737000000.0,13481959.0,-2.441037657125941,4.928571269625709,0.17776670037870326,0.1776634150563689,1.034999966621399
TBR.AX,0.805,,1.902,31792988.0,0.025390001,0.02473,0.289,0.041810002,0.79264426,235963488.0,196755376.0,37815424.0,8747.0,,,0.35087881298657797,0.32701688783712385,3.75
TCL.AX,0.01,0.25,16.886,1678000000.0,0.00983,0.00121,118.203,0.48729,5.3634276,54657622016.0,153949421568.0,982000000.0,5017599.0,1402.0000457763672,56.08000183105469,0.1965838647877071,0.16676311066583932,14.020000457763672
TER.AX,-0.257,,0.984,371952992.0,0.41297,4.2179003,25.637,0.25339,,791384832.0,705558464.0,315646016.0,6809761.0,,,0.20323586713418698,1.3338336646534958,0.9350000023841858
TGN.AX,-0.009,,2191.323,-4677625.0,-0.07417,-0.13394,1.163,0.00061,1.375,45548836.0,60553880.0,-4866765.0,19864.0,,,0.2971394952743199,1.0663624575388313,0.07699999958276749
TGP.AX,0.003,0.05,0.393,30203000.0,0.06125,0.12204,1.185,0.059120003,0.91009986,17239016.0,179578352.0,-4028000.0,149878.0,273.3333309491475,16.399999856948853,0.47969018070291053,0.4689287236368531,0.8199999928474426
TGR.AX,0.266,0.3,2.135,168240000.0,0.04518,0.06743,66.728,0.27011,1.3700787,1650697344.0,1115033728.0,139024992.0,1097268.0,19.624059361622745,17.399999300638836,0.23875855992313239,0.46453358293156505,5.21999979019165
TLS.AX,0.149,0.17,2.795,5452000256.0,0.03719,0.11298,86.559,,3.2345679,59459534848.0,46212083712.0,7248999936.0,22332384.0,26.375839374209413,23.11764745151295,0.10466721010180091,0.23416944802665562,3.930000066757202
TNE.AX,0.196,0.28,11.075,107443000.0,0.16469,0.4421,17.251,0.5173,29.16854,3753825536.0,4194045440.0,124758000.0,639803.0,66.22448746038943,46.357141222272595,0.3149899579162024,0.26337798414707475,12.979999542236328
TPM.AX,,,,,,,,,,,,,,,,,,
TWE.AX,0.236,0.55,4.085,592200000.0,0.0496,0.071329996,44.173,0.40615,2.7409213,10342587392.0,9752166400.0,562000000.0,2018174.0,57.2457636817027,24.563636779785153,0.18875613399490968,0.3417561037118886,13.510000228881836
TZN.AX,-0.003,,,-2438000.0,-0.022219999,-0.16225,73.293,0.01091,2.2857144,84623880.0,67729920.0,-2009000.0,36573.0,,,0.24000760898264614,1.0012157702618334,0.03200000151991844
UMG.AX,0.168,0.26,1.036,103900000.0,0.01937,0.010140001,58.285,0.64658,0.93124455,1347341184.0,960364608.0,76900000.0,823892.0,19.107143084208168,12.34615399287297,0.07424334278193107,0.06803767198601482,3.2100000381469727
UOS.AX,0.066,,9.41,100193000.0,0.02091,0.04759,10.121,0.0,0.52246094,1171964928.0,814772928.0,48622000.0,13500.0,,,0.17161022987559302,0.20175935063414172,0.5350000262260437
URF.AX,-0.282,,17.751,14374760.0,0.00892,0.024230001,106.856,0.16785999,0.45698923,737601984.0,100963176.0,-4048264.0,1230459.0,,,-0.0032927433564475554,0.32082909933386583,0.2549999952316284
URW.AX,-4.0481,,14.737,1398400000.0,0.01474,0.0072899996,115.09,0.15137,0.5786789,38673702912.0,11470937088.0,2096600064.0,435202.0,,,-0.14156413247451785,0.27008920727070423,4.050000190734863
VAH.AX,,,,,,,,,,,,,,,,,,
VCX.AX,-0.581,0.13,10.008,689100032.0,0.02863,0.11704001,38.128,0.57385,0.8862194,11992597504.0,8899707904.0,589500032.0,11738032.0,-3.364888197788889,15.03846186857957,0.12053050758798785,0.1925187520419359,1.9550000429153442
VEA.AX,-0.019,0.16,0.316,1231900032.0,0.07972,0.26091,95.455,0.20076999,2.1484375,6381711360.0,4270694912.0,898600000.0,3466658.0,-144.73684210526315,17.1875,0.03742622911025896,0.2600139106779482,2.75
VHT.AX,-0.085,-0.06,5.972,-14588000.0,-0.11931,-0.25160998,4.776,0.16856001,2.0398774,155935856.0,167221568.0,-11358000.0,110603.0,-7.823529664207907,-11.083333690961203,0.19363196152592702,0.40206554440482434,0.6650000214576721
VOC.AX,,,,,,,,,,,,,,,,,,
VRL.AX,,,,,,,,,,,,,,,,,,
VRT.AX,,,,,,,,,,,,,,,,,,
VTG.AX,0.158,0.08,0.576,-4709000.0,-0.04718,-0.092580006,28.099,0.38786,0.12820514,14191902.0,18216440.0,6837000.0,424796.0,0.6962025278731238,1.3749999925494194,0.400036294994302,0.5262783765894444,0.10999999940395355
VTH.AX,,,,,,,,,,,,,,,,,,
VUK.AX,-0.274,30.15,5.158,,0.0070700003,0.118710004,,0.050419997,0.81972,9211646976.0,4045894144.0,-1534000000.0,3407049.0,-10.255474243720952,0.09320066145205776,0.03131295922542038,0.3469629949439556,2.809999942779541
VVR.AX,,,,,,,,,,,,,,,,,,
WAF.AX,0.101,-0.01,1.319,474900000.0,0.37242,0.55446,13.679,0.54244,5.9840426,1012785408.0,1148366208.0,347912992.0,2855672.0,11.138613861386139,-112.5,0.4082518432611866,0.9835183098467041,1.125
WBC.AX,1.205,1.86,6.081,,0.0057200002,0.07445,,0.30014,1.2175151,126750138368.0,87743217664.0,-14378000384.0,7208863.0,19.86722036021379,12.870968029063235,0.11029134725257911,0.15971322837299812,23.940000534057617
WEB.AX,-1.031,0.88,13.414,-45400000.0,-0.03232,-0.12564,42.413,0.45372,3.217901,1860478080.0,2298280448.0,71500000.0,1980440.0,-5.858389875706138,6.863636320287531,0.17742664301799194,0.4893262042080492,6.039999961853027
WES.AX,1.658,2.16,1.68,3795000064.0,0.07745,0.26582,151.372,0.30006,5.6836143,61890818048.0,54628413440.0,2300999936.0,1836441.0,29.059107542325563,22.30555569684064,0.2316877885765085,0.12069106246536357,48.18000030517578
WGN.AX,0.013,0.09,1.017,33949000.0,0.027209999,0.06527,169.409,0.07335,1.438849,342709920.0,150095216.0,3871000.0,276902.0,61.53846245545608,8.888889021343655,-0.1186597625283876,0.14435782696943106,0.800000011920929
WGX.AX,0.175,0.22,0.333,198723280.0,-0.117410004,-0.18595,7.309,0.60681,0.5759354,215475360.0,334014368.0,179855456.0,1663419.0,4.485714435577393,3.568181937391108,0.17118314910725918,0.7221540093587152,0.7850000262260437
WHA.AX,,,,,,,,,,,,,,,,,,
WHC.AX,-0.092,0.51,1.711,2967375872.0,0.33391,0.56437,5.81,0.23406,2.8701952,8429387264.0,9407349760.0,2529822976.0,13533211.0,-99.02173539866573,17.862744424857343,0.2772649604529687,1.0381602812160002,9.109999656677246
WJA.AX,,,,,,,,,,,,,,,,,,
WOR.AX,0.149,0.77,0.93,594000000.0,0.026819998,0.03142,38.166,0.25434,1.4247311,9026755584.0,7785643008.0,316000000.0,1347917.0,99.59731646032142,19.272727470893365,0.06684962238337486,0.43384145415923153,14.84000015258789
WOW.AX,1.12,1.4,0.908,10005999616.0,0.15574001,0.39703998,274.623,0.26900998,4.709538,55223377920.0,42249625600.0,3377999872.0,2346965.0,31.125000544956748,24.900000435965403,0.10596740370951319,0.1304910467539447,34.86000061035156
WPL.AX,,,,,,,,,,,,,,,,,,
WPP.AX,,,,,,,,,,,,,,,,,,
WSA.AX,,,,,,,,,,,,,,,,,,
WTC.AX,0.451,0.63,28.56,277400000.0,0.104499996,0.16075,2.547,0.2163,17.885271,18055903232.0,18822541312.0,306700000.0,530170.0,127.89357052145405,91.55555603996156,0.6356803160785391,0.49070895193174463,57.68000030517578
XRO.AX,0.231,0.35,10.49,83092000.0,0.0198,-0.010240001,98.756,0.31371,18.57182,11505670144.0,10154234880.0,236371008.0,576614.0,293.2900432900433,193.57142857142858,0.6834306199279222,1.2940075018986719,67.75
YAL.AX,-0.788,0.23,0.885,4681999872.0,0.19211,0.43688,52.067,0.00164,1.3279064,7444851200.0,6892697088.0,4471000064.0,3545254.0,-6.624365215979251,22.695651261702828,0.18451632348316352,1.272269270138234,5.21999979019165
Z1P.AX,,,,,,,,,,,,,,,,,,
ZEL.AX,,,,,,,,,,,,,,,,,,
